,id,FILING-DATE,CIK,CONFORMED-NAME,type,ASSIGNED-SIC,CITY,STATE,ZIP,filing-year,10k-min-year
175832,971977,2000-02-03,1037834,CROSSWORLDS SOFTWARE INC,S-1,0.0,BURLINGAME,CA,94010,2000,2001.0
175833,971743,2000-02-03,728612,MERRILL LYNCH PIERCE FENNER & SMITH INC,S-1,6189.0,NEW YORK,NY,10281-1323,2000,
175834,971744,2000-02-03,728612,MERRILL LYNCH PIERCE FENNER & SMITH INC,S-1,6189.0,NEW YORK,NY,10281-1323,2000,
175835,971745,2000-02-03,728612,MERRILL LYNCH PIERCE FENNER & SMITH INC,S-1,6189.0,NEW YORK,NY,10281-1323,2000,
175836,971753,2000-02-03,1010116,APPLIED SCIENCE FICTION INC,S-1,,AUSTIN,TX,78759,2000,
175837,971519,2000-02-03,1104180,DRUGABUSE SCIENCES INC,S-1,,MENLO PARK,CA,94025,2000,
175838,969497,2000-02-02,758938,QUALSTAR CORP,S-1,,CANOGA PARK,CA,91303,2000,2002.0
175839,969862,2000-02-02,1092917,E STAMP CORP,S-1,7389.0,SAN MATEO,CA,94403,2000,2000.0
175842,969392,2000-02-02,1087432,INTERMUNE PHARMACEUTICALS INC,S-1,,PALO ALTO,CA,94303,2000,2001.0
175843,969909,2000-02-02,1035398,USURF AMERICA INC,S-1,4841.0,BATON ROGUE,LA,70809,2000,2006.0
175848,969679,2000-02-02,1104400,CLIENTLOGIC CORP,S-1,,NASHVILLE,TN,37203,2000,
175849,969210,2000-02-02,1099414,TANOX INC,S-1,,HOUSTON,TX,77025,2000,2003.0
175850,968455,2000-02-01,1039242,BLUESTONE SOFTWARE INC,S-1,7372.0,MT LAUREL,NJ,08054,2000,2000.0
175853,968807,2000-02-01,1098570,IBEAM BROADCASTING CORP,S-1,,SUNNYVALE,CA,94086,2000,2001.0
175856,968656,2000-02-01,1103600,DIGITALWORK COM INC,S-1,,CHICAGO,IL,60606,2000,
175857,968659,2000-02-01,1104538,OCEAN WEST HOLDING CORP,S-1,,TUSTIN,CA,92780,2000,
175858,968446,2000-02-01,1104493,IMPRESSE CORP,S-1,,SUNNYVALE,CA,94087,2000,
175870,968801,2000-01-31,1104353,INVENTA TECHNOLOGIES INC,S-1,,REDWOOD SHORES,CA,94065,2000,
175871,968802,2000-01-31,1037165,ORATEC INTERVENTIONS INC,S-1,3845.0,MENLO PARK,CA,94025,2000,
175875,967541,2000-01-31,728612,MERRILL LYNCH PIERCE FENNER & SMITH INC,S-1,6189.0,NEW YORK,NY,10281-1323,2000,
175876,967542,2000-01-31,728612,MERRILL LYNCH PIERCE FENNER & SMITH INC,S-1,6189.0,NEW YORK,NY,10281-1323,2000,
175877,967033,2000-01-31,1070380,SABA SOFTWARE INC,S-1,,REDWOOD SHORES,CA,94065-1166,2000,2002.0
175890,967589,2000-01-31,1102341,TALLAN INC,S-1,,GLASTONBURY,CT,06033,2000,
175892,967605,2000-01-31,1104223,BLUESTAR COMMUNICATIONS GROUP INC,S-1,,NASHVILLE,TN,37219,2000,
175897,967386,2000-01-31,1066104,CORPORATE EXECUTIVE BOARD CO,S-1,8742.0,WASHINGTON,DC,20037,2000,2000.0
175900,965632,2000-01-28,1098277,WEBSENSE INC,S-1,,SAN DIEGO,CA,92121,2000,2001.0
175901,965394,2000-01-28,1052837,ABGENIX INC,S-1,2836.0,FREMONT,CA,94555,2000,2002.0
175904,967724,2000-01-28,1091226,NUMERICAL TECHNOLOGIES INC,S-1,,SAN JOSE,CA,95134,2000,2002.0
175909,965464,2000-01-28,1103740,TECHIES COM INC,S-1,,EDINA,MN,55439,2000,
175915,965493,2000-01-28,1102993,LIVEPERSON INC,S-1,,NEW YORK,NY,10018,2000,2002.0
175917,965496,2000-01-28,1054298,ASK JEEVES INC,S-1,7389.0,EMERYVILLE,CA,94608,2000,2000.0
175920,966026,2000-01-28,1088626,RELEASENOW COM CORP,S-1,,SAN CARLOS,CA,94070,2000,
175929,965815,2000-01-28,1103837,CROWN MEDIA HOLDINGS INC,S-1,,ENGLEWOOD,CO,80111,2000,2001.0
175930,965571,2000-01-28,1104252,DDI CORP,S-1,,AHAHEIM,CA,92806,2000,2001.0
175953,963891,2000-01-27,1103390,INTROBIOTICS PHAMACEUTICALS INC,S-1,,MOUNTAIN VIEW,CA,94043,2000,2003.0
175957,964162,2000-01-27,1100901,ORIX CREDIT ALLIANCE RECEIVABLES CORP III,S-1,,SECAUCUS,NJ,07096,2000,
175959,963909,2000-01-27,1085707,NEXTEL PARTNERS INC,S-1,4812.0,KIRKLAND,WA,98033,2000,2001.0
175960,963918,2000-01-27,1103648,FURNITURE COM INC,S-1,,FRAMINGHAM,MA,01701,2000,
175961,963941,2000-01-27,1056386,INTERNAP NETWORK SERVICES CORP/WA,S-1,7389.0,SEATTLE,WA,98101,2000,2000.0
175962,963945,2000-01-27,1041403,CORILLIAN CORP,S-1,,BEAVERTON,OR,97006,2000,2001.0
175963,963700,2000-01-27,836658,GOLDEN AMERICAN LIFE INSURANCE CO /NY/,S-1,,WEST CHESTER,PA,19380-2700,2000,2000.0
175965,963703,2000-01-27,836658,GOLDEN AMERICAN LIFE INSURANCE CO /NY/,S-1,,WEST CHESTER,PA,19380-2700,2000,2000.0
175967,963974,2000-01-27,1076732,USINTERNETWORKING INC,S-1,7371.0,ANNAPOLIS,MD,21401-7478,2000,2000.0
175972,963754,2000-01-27,1074767,IVILLAGE INC,S-1,7373.0,NEW YORK,NY,10010,2000,2000.0
175974,964282,2000-01-27,1061377,ALLSCRIPTS INC /IL,S-1,5122.0,LIBERTYVILLE,IL,60048,2000,2000.0
175975,964299,2000-01-27,1039198,ARROWPOINT COMMUNICATIONS INC,S-1,,ACTON,MA,01720,2000,
175979,964347,2000-01-27,1103801,KBKIDS COM INC,S-1,,DENVER,CO,80202,2000,
175981,964607,2000-01-27,1101012,VENTURE CAPITAL COM INC,S-1,,RENO,NV,89502,2000,
175982,963079,2000-01-26,1077152,COMMERX INC,S-1,,CHICAGO,IL,60610,2000,
175990,963267,2000-01-26,1103772,REPLAYTV INC,S-1,,MOUNTAIN VIEW,CA,94043,2000,
175991,963036,2000-01-26,1040660,APPLIED FILMS CORP,S-1,3674.0,BOULDER,CO,80301,2000,2000.0
175992,963316,2000-01-26,1097264,ALLOS THERAPEUTICS,S-1,,DENVER,CO,80221,2000,2001.0
175997,962198,2000-01-25,1103013,PEC SOLUTIONS INC,S-1,,FAIRFAX,VA,22033,2000,2001.0
175998,962483,2000-01-25,1050808,VITRIA TECHNOLOGY INC,S-1,7372.0,MOUNTAIN VIEW,CA,94043,2000,2001.0
175999,963266,2000-01-25,1076870,NOOSH INC,S-1,,PALO ALTO,CA,94306,2000,
176002,961282,2000-01-24,1044818,NEW CACHE PETROLEUMS LTD,S-1,1311.0,SAN ANTONIO,TX,78232,2000,
176003,2018314,2000-01-24,906648,ALLEN TEST DR III,S-1,,ANYWHERE,VA,12345,2000,2001.0
176004,2018319,2000-01-24,849486,ALLEN TEST INC NEW NAME 1,S-1,,BELTSVILLE,MD,45678-4565,2000,2000.0
176005,2018321,2000-01-24,890965,ALLEN TEST DR I,S-1,,TEST TEAM CITY,MD,22300,2000,2001.0
176006,961436,2000-01-24,1103234,MOLDFLOW CORP,S-1,,LEXINGTON,MA,02421,2000,2000.0
176007,961027,2000-01-21,1084329,DIGITAL ISLAND INC,S-1,4813.0,SAN FRANCISCO,CA,94105,2000,2000.0
176008,961028,2000-01-21,1084329,DIGITAL ISLAND INC,S-1,4813.0,SAN FRANCISCO,CA,94105,2000,2000.0
176010,960558,2000-01-21,1096325,INTERSIL HOLDING CO,S-1,3674.0,PALM BAY,FL,32905,2000,2000.0
176012,960574,2000-01-21,1076016,BROADBASE SOFTWARE INC,S-1,7389.0,MENLO PARK,CA,94025,2000,2000.0
176014,960697,2000-01-21,1085776,LIBERATE TECHNOLOGIES,S-1,7372.0,MENLO PARK,CA,94065,2000,2001.0
176021,960045,2000-01-20,1087879,SHOPNOW COM INC,S-1,7374.0,SEATTLE,WA,98104,2000,2000.0
176022,960054,2000-01-20,1103709,PRIMIS INC,S-1,,ALPHARETTA,GA,30022,2000,
176023,960351,2000-01-20,1062019,WATCHGUARD TECHNOLOGIES INC,S-1,7372.0,SEATTLE,WA,98104,2000,2000.0
176025,960175,2000-01-20,1100395,AMERICA ONLINE LATIN AMERICA INC,S-1,,FORT LAUDERDALE,FL,10013,2000,2000.0
176026,959924,2000-01-20,1082797,MYPOINTS COM INC,S-1,7370.0,SAN FRANCISCO,CA,94602,2000,2000.0
176027,959932,2000-01-20,1067588,ACLARA BIOSCIENCES INC,S-1,,MOUNTAIN VIEW,CA,94043,2000,2003.0
176028,960205,2000-01-20,1102934,CABOT MICROELECTRONICS CORP,S-1,,AURORA,IL,60504,2000,2002.0
176029,959279,2000-01-19,1091771,RIGHTSTART COM INC,S-1,,WESTLAKE VILLAGE,CA,91361,2000,
176030,959080,2000-01-19,34616,FARMLAND INDUSTRIES INC,S-1,2011.0,KANSAS CITY,MO,64116-0005,2000,2000.0
176031,959635,2000-01-19,1079914,LINUXCARE INC,S-1,,SAN FRANCISCO,CA,94103,2000,
176038,958758,2000-01-18,1041623,PLASTIC SURGERY CO,S-1,8741.0,SANTA BARBARA,CA,93101,2000,
176040,958781,2000-01-18,1059421,INTEGRATED INFORMATION SYSTEMS INC,S-1,,TEMPE,AZ,85282,2000,2001.0
176041,958791,2000-01-18,1084361,YUPI INTERNET INC,S-1,,MIAMI BEACH,FL,33139,2000,
176042,958584,2000-01-18,1101268,GOAMERICA INC,S-1,,HACKENSACK,NJ,07601,2000,2001.0
176043,958585,2000-01-18,1085098,DIGEX INC/DE,S-1,4813.0,BELTSVILLE,MD,20705,2000,2001.0
176045,958643,2000-01-18,1093273,MI ENTERTAINMENT CORP,S-1,7900.0,ARCADIA,CA,90017,2000,2000.0
176047,958404,2000-01-18,1103184,ULTICOM INC,S-1,,MT LAUREL,NJ,08054,2000,2002.0
176049,958460,2000-01-18,1038074,SILICON LABORATORIES INC,S-1,,AUSTIN,TX,78735,2000,2001.0
176050,958461,2000-01-18,1068199,COMPUCREDIT CORP,S-1,6141.0,ATLANTA,GA,30346,2000,2000.0
176052,957981,2000-01-14,1032761,KEYNOTE SYSTEMS INC,S-1,7389.0,SAN MATEO,CA,94403,2000,2002.0
176053,957483,2000-01-14,1089754,NBC INTERNET INC,S-1,7389.0,SAN FRANCISCO,CA,94104,2000,2000.0
176056,957780,2000-01-14,1087875,COOLSAVINGS COM INC,S-1,,CHICAGO,IL,60631,2000,2002.0
176058,957558,2000-01-14,1087423,RED HAT INC,S-1,7370.0,DURHAM,NC,27713,2000,2000.0
176059,957816,2000-01-14,1098937,EPRISE CORP,S-1,,FRAMINGHAM,MA,01701,2000,2001.0
176060,957607,2000-01-14,1022191,INTEK INFORMATION INC,S-1,,ENGLEWOOD,CO,80111,2000,
176061,957616,2000-01-14,1079270,LIFEMINDERS COM INC,S-1,7389.0,HERNDON,VA,20170,2000,
176063,956685,2000-01-13,1099425,INSILICON CORP,S-1,,SAN JOSE,CA,95134,2000,
176067,956732,2000-01-13,1101215,ALLIANCE DATA SYSTEMS CORP,S-1,,DALLAS,TX,75252,2000,2003.0
176077,956819,2000-01-13,1073104,MEDIBUY COM INC,S-1,,SAN DIEGO,CA,92121,2000,
176082,957368,2000-01-13,1072369,IMAGEX COM INC,S-1,2750.0,BELLEVUE,WA,98004,2000,2000.0
176086,956679,2000-01-12,1081824,CARRIER1 INTERNATIONAL S A,S-1,4899.0,ZURICH,V8,,2000,
176088,957063,2000-01-12,1103088,BLAZE SOFTWARE INC,S-1,,MOUNTAIN VIEW,CA,94041,2000,2000.0
176089,956050,2000-01-12,1100124,CELEBRATEEXPRESS COM INC,S-1,,KIRKLAND,WA,98033,2000,2005.0
176090,956357,2000-01-12,786623,ADVANCED VIRAL RESEARCH CORP,S-1,2834.0,HALLANDALE,FL,33009,2000,2000.0
176093,956135,2000-01-12,1085770,HOMESTORE COM INC,S-1,6531.0,THOUSAND OAKS,CA,91360,2000,2000.0
176094,955400,2000-01-11,876188,CARDIAC SCIENCE INC,S-1,3845.0,IRVINE,CA,92614,2000,2003.0
176098,955465,2000-01-11,1014052,AMERICAN TELESOURCE INTERNATIONAL INC,S-1,4813.0,SAN ANTONIO,TX,78249,2000,2000.0
176099,956278,2000-01-11,1102672,SOUTHERN FINANCIAL CAPITAL TRUST I,S-1,,WARRENTON,VA,20186,2000,
176101,955822,2000-01-11,1101513,NEOPOINT INC,S-1,,LA JOLLA,CA,62037,2000,
176102,954687,2000-01-10,1077552,GENTEK INC,S-1,3714.0,HAMPTON,NH,03842,2000,2003.0
176103,954455,2000-01-10,1101144,PLAYBOY COM INC,S-1,0.0,CHICAGO,IL,60611,2000,
176104,955749,2000-01-10,1102542,CALDERA SYSTEMS INC,S-1,,OREM,UT,84057,2000,2001.0
176105,954762,2000-01-10,1101169,VIASYSTEMS GROUP INC,S-1,,ST LOUIS,MO,63105,2000,2001.0
176106,954510,2000-01-10,1102754,PARTSBASE COM INC,S-1,,BOCA RATON,FL,33487,2000,2001.0
176108,954782,2000-01-10,1094348,ELOYALTY CORP,S-1,9995.0,CHICAGO,IL,60601,2000,2001.0
176110,954587,2000-01-10,1085061,EFFICIENT NETWORKS INC,S-1,4899.0,DALLAS,TX,75244,2000,2000.0
176113,953428,2000-01-07,1018035,JUNO ONLINE SERVICES INC,S-1,7370.0,NEW YORK,NY,10036,2000,2000.0
176114,953458,2000-01-07,1093682,INFOCAST CORP /NV,S-1,7389.0,"TORONTO, ONTARIO",,,2000,2000.0
176115,953476,2000-01-07,1102440,ZEFER CORP,S-1,,BOSTON,MA,02111,2000,
176116,953491,2000-01-07,1051743,ONESOFT CORP,S-1,,MCLEAN,VA,22102,2000,
176118,953286,2000-01-07,1102448,TELOCITY INC,S-1,,CUPERTINO,CA,95014,2000,
176122,953592,2000-01-07,1045597,I3 MOBILE INC,S-1,,STAMFORD,CT,06902,2000,2003.0
176127,952124,2000-01-05,1042282,SILVERSTREAM SOFTWARE INC,S-1,7373.0,BURLINGTON,MA,01803,2000,2000.0
176128,951883,2000-01-05,1098300,INTEGRATED COMMUNICATION NETWORKS INC,S-1,4813.0,ALISO VIEJO,CA,92656,2000,2000.0
176137,950667,2000-01-03,849486,ALLEN TEST INC NEW NAME 1,S-1,0.0,ALEXANDRIA,VA,22312,2000,2000.0
176138,950671,2000-01-03,849486,ALLEN TEST INC NEW NAME 1,S-1,0.0,ALEXANDRIA,VA,22312,2000,2000.0
176139,950672,2000-01-03,849486,ALLEN TEST INC NEW NAME 1,S-1,0.0,ALEXANDRIA,VA,22312,2000,2000.0
176140,950455,2000-01-03,350001,ALLEN TEST CO INC TEST TIME PROD,S-1,6189.0,ALEXANDRIA,VA,22406,2000,2001.0
176141,950458,2000-01-03,350001,ALLEN TEST CO INC TEST TIME PROD,S-1,6189.0,ALEXANDRIA,VA,22406,2000,2001.0
176142,950982,2000-01-03,1066605,HEIDRICK & STRUGGLES INTERNATIONAL INC,S-1,7200.0,CHICAGO,IL,60606-6303,2000,2000.0
176143,950486,2000-01-03,849486,ALLEN TESTING CO /ISM,S-1,0.0,ALEXANDRIA,VA,22312,2000,2000.0
176144,950759,2000-01-03,1089613,E PIPHANY INC,S-1,7389.0,PALO ALTO,CA,94303,2000,2000.0
176154,949890,1999-12-30,1028065,ORAPHARMA INC,S-1,,WARMINISTER,PA,18974,1999,
176159,949934,1999-12-30,1083243,ZAP COM CORP,S-1,7310.0,ROCHESTER,NY,14618,1999,2001.0
176161,949975,1999-12-30,1082114,LIBERTY MEDIA CORP /DE/,S-1,4841.0,ENGLEWOOD,CO,80111,1999,2000.0
176162,949983,1999-12-30,1082554,UNITED THERAPEUTICS CORP,S-1,2834.0,SILVER SPRING,MD,20910,1999,2000.0
176163,949986,1999-12-30,1072048,SPECTRASITE HOLDINGS INC,S-1,4899.0,CARY,NC,27511,1999,2000.0
176216,948365,1999-12-29,353646,IMN FINANCIAL CORP,S-1,6162.0,MELVILLE,NY,11747,1999,2000.0
176254,948692,1999-12-29,1101022,CAYENTA INC,S-1,0.0,SAN DIEGO,CA,92101,1999,
176321,946185,1999-12-23,1091284,REGISTER COM INC,S-1,,NEW YORK,NY,10018,1999,2002.0
176323,946191,1999-12-23,1100731,DOLLAR EXPRESS INC,S-1,,PHILADELPHIA,PA,19116,1999,
176325,946196,1999-12-23,1099393,TXU EUROPE FUNDING I L P,S-1,,DALLAS,TX,75201,1999,
176331,946256,1999-12-23,1101757,OTG SOFTWARE INC,S-1,,BETHESDA,MD,20817,1999,
176333,946518,1999-12-23,1099963,PROGOLFTOURNAMENTS COM,S-1,,SALT SPRING ISLAND,A1,00000,1999,2009.0
176334,946264,1999-12-23,1101381,TEXAS TELECOMMUNICATIONS LP,S-1,,LUBBOCK,TX,79407,1999,
176337,946030,1999-12-23,1073715,JATO COMMUNICATIONS CORP,S-1,,DENVER,CO,80202,1999,
176352,946084,1999-12-23,1100885,DIGITAS INC,S-1,,BOSTON,MA,02199,1999,2001.0
176353,946096,1999-12-23,1091530,XM SATELLITE RADIO HOLDINGS INC,S-1,4899.0,WASHINGTON,DC,20037-1100,1999,2000.0
176357,946103,1999-12-23,1101547,SNOWBALL COM INC,S-1,,SAN FRANCISCO,CA,94134,1999,2002.0
176358,946104,1999-12-23,1086620,IOWN HOLDINGS INC,S-1,,SAN FRANCISCO,CA,94107,1999,
176365,946397,1999-12-23,1021435,GRAPHON CORP/DE,S-1,7372.0,NEW YORK,NY,10016,1999,2003.0
176369,946172,1999-12-23,1097297,NETPLIANCE INC,S-1,,AUSTIN,TX,78731,1999,2003.0
176374,945187,1999-12-22,1101322,EMBEDDED SUPPORT TOOLS CORP,S-1,,CANTON,MA,02021,1999,
176375,945189,1999-12-22,1061583,FIRSTWORLD COMMUNICATIONS INC,S-1,4813.0,GREENWOOD VILLAGE,CO,80111,1999,2000.0
176379,945199,1999-12-22,1081665,NETWORK ACCESS SOLUTIONS CORP,S-1,4813.0,STERLING,VA,20164,1999,2000.0
176383,944989,1999-12-22,1076641,NIKU CORP,S-1,,REDWOOD CITY,CA,94063,1999,2001.0
176384,944990,1999-12-22,1081394,SCIENT CORP,S-1,7370.0,SAN FRANCISCO,CA,94111-5325,1999,2000.0
176387,945284,1999-12-22,1099827,ANSELL HEALTHCARE INC,S-1,,RED BANK,NJ,07701,1999,
176388,945547,1999-12-22,1064648,LOUDEYE TECHNOLOGIES INC,S-1,,SEATTLE,WA,98109,1999,2001.0
176390,945564,1999-12-22,786623,ADVANCED VIRAL RESEARCH CORP,S-1,2834.0,HALLANDALE,FL,33009,1999,2000.0
176396,945089,1999-12-22,1067465,JONES INTERNATIONAL NETWORKS LTD /CO/,S-1,7822.0,ENGLEWOOD,CO,80112,1999,1999.0
176399,945365,1999-12-22,1004874,NET GENESIS CORP,S-1,,CAMBRIDGE,MA,02140,1999,
176401,945111,1999-12-22,1092756,DIRECT HIT TECHNOLOGIES INC,S-1,,WELLESLEY,MA,02482,1999,
176403,945113,1999-12-22,1101066,REEF MILLENNIUM ENERGY FUND,S-1,,RICHARDSON,TX,75080,1999,
176410,945400,1999-12-22,353482,VIRAGEN INC,S-1,2836.0,PLANTATION,FL,33324,1999,2002.0
176412,945402,1999-12-22,1101290,DEMANDSTAR COM INC,S-1,,MAITLAND,FL,32751,1999,
176419,944468,1999-12-21,1100969,ASIAINFO HOLDINGS INC,S-1,,BEIJING CHINA,,100091,1999,2001.0
176422,944730,1999-12-21,1100917,ONVIA COM INC,S-1,,KIRKLAND,WA,980333,1999,2003.0
176423,944477,1999-12-21,1101179,UPROAR INC,S-1,,NEW YORK,NY,10001,1999,
176424,944499,1999-12-21,1099589,BOLT INC,S-1,0.0,NEW YORK,NY,10013,1999,
176430,944324,1999-12-21,1099674,OPUS360 CORP,S-1,,NEW YORK,NY,10017,1999,2001.0
176432,944585,1999-12-21,1095252,UNITED STATES TELECOMMUNICATIONS INC/FL,S-1,,CLEARWATER,FL,33760,1999,
176435,944375,1999-12-21,1076732,USINTERNETWORKING INC,S-1,7371.0,ANNAPOLIS,MD,21401-7478,1999,2000.0
176439,943625,1999-12-20,1030471,UTSTARCOM INC,S-1,,ALAMEDA,CA,94502,1999,2001.0
176442,943980,1999-12-20,1089925,ALTEON WEBSYSTEMS INC,S-1,3679.0,SAN JOSE,CA,95119,1999,
176451,943364,1999-12-17,1101175,ITERIS INC,S-1,,ANAHEIM,CA,92802,1999,
176456,943387,1999-12-17,1100408,HOMEGROCER COM INC,S-1,,KIRKLAND,WA,98033-7879,1999,
176463,942956,1999-12-17,1100983,PEOPLES COMMUNITY BANCORP INC /DE/,S-1,,LEBANON,OH,45036-1780,1999,2001.0
176464,943213,1999-12-17,311046,OPTICARE HEALTH SYSTEMS INC,S-1,8011.0,WATERBURY,CT,06708,1999,2000.0
176467,942792,1999-12-17,1070699,UNIVERSAL ACCESS INC,S-1,,CHICAGO,IL,60606,1999,2001.0
176470,943333,1999-12-17,1042431,INTERWOVEN INC,S-1,7372.0,SUNNYVALE,CA,94087,1999,2000.0
176471,943335,1999-12-17,1100862,ALTAVISTA CO,S-1,,PALO ALTO,CA,94301,1999,
176472,943101,1999-12-17,1036960,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,S-1,3674.0,SOUTH PORTLAND,ME,04106,1999,1999.0
176473,942595,1999-12-16,1049210,DIVERSA CORP,S-1,,SAN DIEGO,CA,92121,1999,2001.0
176479,942428,1999-12-16,1100270,KRISPY KREME DOUGHNUTS INC,S-1,,WINSTON SALEM,NC,27103,1999,2001.0
176481,942197,1999-12-16,1043561,IMPROVENET INC,S-1,,REDWOOD CITY,CA,94063,1999,2001.0
176484,941589,1999-12-15,1099595,ONSITE ACCESS INC,S-1,,NEW YORK,NY,10018,1999,
176485,941593,1999-12-15,1100971,TRANSACTION INFORMATION SYSTEMS INC,S-1,,NEW YORK,NY,10006,1999,
176486,942371,1999-12-15,1097516,DIVINE INTERVENTURES INC,S-1,,LISIE,IL,60532,1999,
176491,941198,1999-12-15,874786,RIDDELL SPORTS INC,S-1,3949.0,NEW YORK,NY,10017,1999,2001.0
176497,940849,1999-12-14,1053676,FAIRMARKET INC,S-1,,WOBURN,MA,01801,1999,2001.0
176498,940648,1999-12-14,786998,MATRIXONE INC,S-1,,CHELMSFORD,MA,01824,1999,2000.0
176507,940181,1999-12-13,1100389,PALM INC,S-1,,SANTA CLARA,CA,95052-8145,1999,2000.0
176512,939035,1999-12-10,1096839,PRIME RESPONSE GROUP INC/DE,S-1,,CAMBRIDGE,MA,02140,1999,
176513,939041,1999-12-10,1100406,MODUS MEDIA INTERNATIONAL HOLDINGS INC,S-1,,WESTWOOD,MA,02090,1999,
176516,940088,1999-12-10,1093519,COMSTAR NET INC,S-1,7389.0,ATLANTA,GA,30339,1999,2000.0
176519,939341,1999-12-10,1034397,VERSATA INC,S-1,,OAKLAND,CA,94612,1999,2002.0
176528,938726,1999-12-10,1090908,SELECTICA INC,S-1,,SAN JOSE,CA,95134,1999,2002.0
176531,938737,1999-12-10,1006614,ONYX ACCEPTANCE CORP,S-1,6141.0,FOOTHILL RANCH,CA,92610,1999,1999.0
176534,937891,1999-12-09,1100514,DIGITALTHINK INC,S-1,,SAN FRANCISCO,CA,94103,1999,2001.0
176535,937892,1999-12-09,1100683,PETS COM INC,S-1,,SAN FRANCISCO,CA,94107,1999,2002.0
176537,937331,1999-12-08,1087831,PURCHASEPRO COM INC,S-1,7389.0,LAS VEGAS,NV,89129,1999,2000.0
176538,938107,1999-12-08,1100682,CHARLES RIVER LABORATORIES HOLDINGS INC,S-1,,WILMINGTON,MA,01887,1999,2000.0
176539,937647,1999-12-08,1071806,AVENUE A INC,S-1,,SEATTLE,WA,98104,1999,2003.0
176540,937418,1999-12-08,1099944,INFORTE CORP,S-1,,CHICAGO,IL,60601,1999,2002.0
176541,937428,1999-12-08,1100370,LANTE CORP,S-1,,CHICAGO,IL,60601,1999,2000.0
176542,937457,1999-12-08,1073508,STUDENT ADVANTAGE INC,S-1,8600.0,BOSTON,MA,02210,1999,2000.0
176543,936469,1999-12-07,1092639,URBAN COOL NETWORK INC,S-1,,DALLAS,TX,75202,1999,
176554,936142,1999-12-06,1042134,CHORDIANT SOFTWARE INC,S-1,,CUPERTINO,CA,950142217,1999,2001.0
176556,935909,1999-12-06,728612,MERRILL LYNCH PIERCE FENNER & SMITH INC,S-1,6189.0,NEW YORK,NY,10281-1323,1999,
176557,935910,1999-12-06,728612,MERRILL LYNCH PIERCE FENNER & SMITH INC,S-1,6189.0,NEW YORK,NY,10281-1323,1999,
176558,935192,1999-12-03,1099156,PLASTICS MFG CO,S-1,,GERMANTOWN,WI,53022-8214,1999,2000.0
176559,935244,1999-12-03,1043892,CYPRESS COMMUNICATIONS INC,S-1,,ATLANTA,GA,30305,1999,
176560,935024,1999-12-03,1056794,AVANEX CORP,S-1,,FREMONT,CA,94538,1999,2000.0
176562,935153,1999-12-03,866751,BPI PACKAGING TECHNOLOGIES INC,S-1,2673.0,NORTH DIGHTON,MA,02764,1999,2000.0
176563,934662,1999-12-02,1099363,NET2000 COMMUNICATIONS INC,S-1,,HERNDON,VA,20171,1999,2001.0
176565,934708,1999-12-02,1043536,REEL COM INC,S-1,,EMERYVILLE,CA,94608,1999,
176566,935523,1999-12-02,783209,EUROGAS INC,S-1,2810.0,MIDVALE,UT,84047,1999,1999.0
176568,933941,1999-12-01,1099795,IPRINT COM INC,S-1,,REDWOOD CITY,CA,94063,1999,2002.0
176569,933942,1999-12-01,1083712,INTERNET COM CORP,S-1,7389.0,WESTPORT,CT,06880,1999,2001.0
176570,934070,1999-12-01,1097797,CHARLES RIVER LABORATORIES INC,S-1,,WILMINGTON,MA,01867,1999,2000.0
176571,934091,1999-12-01,1096479,LENDINGTREE INC,S-1,,CHARLOTTE,NC,28226,1999,2001.0
176573,933427,1999-11-30,1098972,ANTIGENICS INC /DE/,S-1,,NEW YORK,NY,10111,1999,2001.0
176575,933594,1999-11-30,1095792,ECOMMERCIAL COM INC,S-1,,ALISO VIEJO,CA,926556,1999,2000.0
176588,933328,1999-11-29,1086844,AIRGATE WIRELESS INC,S-1,4813.0,ATLANTA,GA,30303,1999,1999.0
176601,931772,1999-11-26,1084654,BROADBAND SPORTS INC,S-1,,LOS ANGELES,CA,90025,1999,
176603,931820,1999-11-26,913015,REGENT COMMUNICATIONS INC,S-1,4832.0,COVINGTON,KY,41011,1999,1999.0
176604,931338,1999-11-24,1093709,ORGANIC INC,S-1,,SAN FRANCISCO,CA,94107,1999,2000.0
176606,931113,1999-11-24,1098402,VIA NET WORKS INC,S-1,,RESTON,VA,20190,1999,2003.0
176614,930958,1999-11-24,1099531,VANTAGEMED CORP,S-1,0.0,RANCHO CORDOVA,CA,95670-6149,1999,2000.0
176619,930755,1999-11-24,1066656,MORGAN STANLEY DEAN WITTER CHARTER GRAHM LP,S-1,6221.0,NEW YORK,NY,10048,1999,2000.0
176620,930756,1999-11-24,1066657,MORGAN STANLEY DEAN WITTER CHARTER WELTON LP,S-1,6221.0,NEW YORK,NY,10048,1999,2000.0
176621,930757,1999-11-24,1066658,MORGAN STANLEY DEAN WITTER CHARTER MILLBURN LP,S-1,6221.0,NEW YORK,NY,10048,1999,2000.0
176623,931532,1999-11-24,1076481,SEQUENOM INC,S-1,,SAN DIEGO,CA,92121,1999,2002.0
176625,931800,1999-11-24,1099160,BEASLEY BROADCAST GROUP INC,S-1,,NAPLES,FL,34103,1999,2001.0
176626,931043,1999-11-24,1070658,CYBERNET INTERNET SERVICES INTERNATIONAL INC,S-1,7374.0,WASHINGTON,DC,20004,1999,2002.0
